text,Prediction Probabilities
"Road traffic collisions in Malawi: Trends and patterns of mortality on scene. Background Worldwide, 90% of injury deaths occur in low- and middle-income countries (LMIC). Road traffic collisions (RTCs) are increasingly common and result in more death and disability in the developing world than in the developed world. We aimed to examine the pre-hospital case fatality rate from RTCs in Malawi. Material and methods A retrospective study was performed utilizing the Malawian National Road Safety Council (NRSC) registry from 2008-2012. The NRSC data were collected at the scene by police officers. Victim, vehicle, and environmental factors were used to describe the characteristics of fatal collisions. Case fatality rate was defined as the number of fatalities divided by the number of people involved in RTCs each year. Logistic regression analysis was used to determine predictors of crash scene fatality. Results A total of 11,467 RTCs were reported by the NRSC between 2008 and 2012. Of these, 34% involved at least one fatality at the scene. The average age of fatalities was 32 years and 82% were male. Drivers of motor vehicles had the lowest odds of mortality following RTCs. Compared to drivers; pedestrians had the highest odds of mortality (OR 39, 95% CI 34, 45) followed by bicyclists (OR 26, 95% CI 22, 31). The average case fatality rate was 17% year, and showed an increased throughout the study period. Conclusions RTCs are a common cause of injury in Malawi. Approximately one-third of RTCs involved at least one death at the scene. Pedestrians were particularly vulnerable, exhibiting very high odds of mortality when involved in a road traffic collision. We encourage the use of these data to develop strategies in LMIC countries to protect pedestrians and other road users from RTCs.",90.37
"Title: Evaluation of a school-based health promotion programme for adolescents aged 12-15 years with focus on well-being related to stress. OBJECTIVE The aim of this study was to evaluate a school-based adolescent health promotion programme with focus on well-being related to stress. STUDY DESIGN Interventional and evaluative with tests before and after the intervention. The study was performed in two secondary schools in a town on the west coast of Sweden. METHODS A health promotion programme comprising massage and mental training was implemented for a single academic year in one school (intervention school, 153 participants) in order to strengthen and maintain well-being. No intervention was implemented in the other school (non-intervention school, 287 participants). A questionnaire was developed and tested, resulting in 23 items distributed across the following six areas: self-reliance; leisure time; being an outsider; general and home satisfaction; school satisfaction; and school environment. RESULTS A pre- and postintervention comparison of the six areas was made within each school. In the intervention school, the boys maintained a very good or good sense of well-being related to stress in all six areas, while the girls' sense of well-being was maintained in five areas and deteriorated in one area. In the non-intervention school, the boys maintained a very good or good sense of well-being related to stress in four areas and deteriorated in two areas, while the girls' sense of well-being was maintained in two areas and deteriorated in four areas. CONCLUSION Massage and mental training helped to maintain adolescents' very good or good sense of well-being related to stress. A questionnaire with acceptable validity and reliability was developed and tested in order to evaluate the health promotional approach. However, there is a need for further study to develop both the intervention and the questionnaire for young people.",48.35
"Title: Surrogate mothers 10 years on: a longitudinal study of psychological well-being and relationships with the parents and child. STUDY QUESTION How do the psychological health and experiences of surrogate mothers change from 1 year to 10 years following the birth of the surrogacy child? SUMMARY ANSWER The psychological well-being of surrogate mothers did not change 10 years following the birth, with all remaining positive about the surrogacy arrangement and the majority continuing to report good mental health. WHAT IS KNOWN ALREADY Studies have found that surrogates may find the weeks following the birth difficult, but do not experience psychological problems 6 months or 1 year later. Research has also shown that surrogates can form close relationships with the intended parents during the pregnancy which may continue after the birth. STUDY DESIGN, SIZE, DURATION This study used a prospective longitudinal design, in which 20 surrogates were seen at two time points: 1 year following the birth of the surrogacy child and 10 years later. PARTICIPANTS/MATERIALS, SETTING, METHODS The 20 surrogates (representing 59% of the original sample) participated in a semi-structured interview and completed self-report questionnaires. Eleven surrogates were gestational carriers and nine surrogates had used their own oocyte (genetic surrogacy). Four were previously known to the intended parents and 16 were previously not known. MAIN RESULTS AND THE ROLE OF CHANCE Ten years following the birth of the surrogacy child, surrogate mothers scored within the normal range for self-esteem and did not show signs of depression as measured by the Beck Depression Inventory. Marital quality remained positive over time. All surrogates reported that their expectations of their relationship with the intended parents had been either met or exceeded and most reported positive feelings towards the child. In terms of expectations for the future, most surrogates reported that they would like to maintain contact or would be available to the child if the child wished to contact them. None expressed regrets about their involvement in surrogacy. LIMITATIONS, REASONS FOR CAUTION The sample size of this study was small and the women may not be representative of all surrogates. Therefore the extent to which these findings can be generalized is not known. WIDER IMPLICATIONS OF THE FINDINGS Contrary to concerns about the potentially negative long-term effect of surrogacy, the findings suggest that surrogacy can be a positive experience for some women at least. These findings are important for policy and practice of surrogacy around the world.",53.9
"Title: A Longitudinal Study on Motherhood and Well-Being: Developmental and Clinical Implications Un estudio longitudinal sobre maternidad y bienestar: Implicaciones evolutivas y clínicas Pregnancy and puerperium are crucial periods at both the biological and psychological levels. The aim of this longitudinal study was to investigate women’s perceived health and illness during pregnancy and puerperium through the assessment of hedonic and eudaimonic components of well-being, symptoms of peripartum depression, and their relationship. Nineteen women recruited at the Unit of Obstetrics and Gynecology of a university hospital in Northern Italy were enrolled and answered a set of questionnaires at two time points: 20-22 weeks of gestation and 6 months after childbirth. Results showed a substantial lack of correlation between the dimensions of mental illness and mental health. The analysis of the well- and ill-being components showed low levels of depression as well as good levels of mental health, especially concerning the eudaimonic components of well-being, both during and after pregnancy. Overall, findings attested to a general stability of well-being over pregnancy and puerperium.",80.86
"Title: Validation of the Functional Assessment of Chronic Illness Therapy—Spiritual Well-being (FACIT-Sp12) on French Old People The study aimed to develop a French version of the Functional Assessment of Chronic Illness Therapy—Spiritual Well-being short version (FACIT-Sp12), in order to provide a self-reported measure for French people in the field of gerontology. The study involving 63 nursing home residents was conducted to evaluate the construct validity, reliability, and convergence validity of the FACIT-Sp12. A confirmatory factor analysis corroborated a three-factor model (Meaning, Peace and Faith) with modifications for two items, also valid among people with cognitive impairment. Subscales showed good internal consistency and are correlated with quality of life and depression. In conclusion, the validated French version is an suitable instrument to study the maintenance and promotion of quality of life in the elderly.",80.2
"Socioeconomic and environmental determinants of under-five mortality in Gamo Gofa Zone, Southern Ethiopia: a matched case control study Background: Despite global declaration of the right to life as a fundamental human right and substantial progress in reducing childhood mortality, unacceptably high number of children still die before their fifth birthday every day. Different factors have been studied and implicated for under-five mortality with mixed results. Mortality studies in the current study sites were lacking. Therefore, this study examined environmental and socioeconomic determinants of under-five mortality. Methods: The study applied a matched case control study design on 381 cases of children who died before their fifth birthday and 762 controls born within 1 month in the same locality as the cases. We conducted weighted conditional logistic regression to assess the association between selected factors and mortality status. Result: The odds of death was found to be significantly lower among children of mothers whose educational status was grade nine or above (Adjusted odds ratio (AOR) of 0.34(0.16-0.72)). The odds of death was significantly higher among children whose mothers' marital status were separated/divorced or widowed (AOR of 3.60(1.23-10.47)) and whose fathers were daily laborers (AOR of 2.34(1.29-4.23)). Presence of separate kitchen in the household for cooking was a proximate factor which was significantly associated with under-five mortality with AOR of 1.77(1.16-2.70). Conclusion: Socioeconomic factors like maternal education, husband occupation and marital status of the mother were shown to be significantly associated with under-five mortality. Hence, in order to enhance reduction in childhood mortality, investing on maternal education targeting those at risk groups is recommended. Keywords: Childhood mortality; Determinants of under-five mortality; Ethiopia; Gamo Gofa; Infant mortality; Under-five mortality.",75.33
"Suicide Rates After Discharge From Psychiatric Facilities: A Systematic Review and Meta-analysis Importance: High rates of suicide after psychiatric hospitalization are reported in many studies, yet the magnitude of the increases and the factors underlying them remain unclear. Objectives: To quantify the rates of suicide after discharge from psychiatric facilities and examine what moderates those rates. Data sources: English-language, peer-reviewed publications published from January 1, 1946, to May 1, 2016, were located using MEDLINE, PsychINFO, and EMBASE with the search terms ((suicid*).ti AND (hospital or discharg* OR inpatient or in-patient OR admit*).ab and ((mortality OR outcome* OR death*) AND (psych* OR mental*)).ti AND (admit* OR admis* or hospital* OR inpatient* OR in-patient* OR discharg*).ab. Hand searching was also done. Study selection: Studies reporting the number of suicides among patients discharged from psychiatric facilities and the number of exposed person-years and studies from which these data could be calculated. Data extraction and synthesis: The meta-analysis adhered to Preferred Reporting Items for Systematic Reviews and Meta-analyses (PRISMA) and Meta-analysis of Observational Studies in Epidemiology (MOOSE) guidelines. A random-effects model was used to calculate a pooled estimate of postdischarge suicides per 100 000 person-years. Main outcomes and measures: The suicide rate after discharge from psychiatric facilities was the main outcome, and the association between the duration of follow-up and the year of the sampling were the main a priori moderators. Results: A total of 100 studies reported 183 patient samples (50 samples of females, 49 of males, and 84 of mixed sex; 129 of adults or unspecified patients, 20 of adolescents, 19 of older patients, and 15 from long-term or forensic discharge facilities), including a total of 17 857 suicides during 4 725 445 person-years. The pooled estimate postdischarge suicide rate was 484 suicides per 100 000 person-years (95% CI, 422-555 suicides per 100 000 person-years; prediction interval, 89-2641), with high between-sample heterogeneity (I2 = 98%). The suicide rate was highest within 3 months after discharge (1132; 95% CI, 874-1467) and among patients admitted with suicidal ideas or behaviors (2078; 95% CI, 1512-2856). Pooled suicide rates per 100 000 patients-years were 654 for studies with follow-up periods of 3 months to 1 year, 494 for studies with follow-up periods of 1 to 5 years, 366 for studies with follow-up periods of 5 to 10 years, and 277 for studies with follow-up periods longer than 10 years. Suicide rates were higher among samples collected in the periods 1995-2004 (656; 95% CI, 518-831) and 2005-2016 (672; 95% CI, 428-1055) than in earlier samples. Conclusions and relevance: The immediate postdischarge period is a time of marked risk, but rates of suicide remain high for many years after discharge. Patients admitted because of suicidal ideas or behaviors and those in the first months after discharge should be a particular focus of concern. Previously admitted patients should be able to access long-term care and assistance.",86.71
"Association of Suicide and Other Mortality With Emergency Department Presentation Importance: Emergency departments (EDs) have the potential to play a pivotal role in suicide risk detection and prevention, yet little is known about the profile of risk of suicide after ED visits in the United States. Objectives: To examine 1-year incidence of suicide and other mortality among ED patients who presented with nonfatal deliberate self-harm, suicidal ideation, or any other chief concern, and to examine sociodemographic and clinical factors associated with suicide mortality risk. Design, setting, and participants: This retrospective cohort study included statewide, all-payer, longitudinally linked ED patient records and mortality data from all California residents who presented to a California-licensed ED at least 1 time from January 1, 2009, to December 31, 2011, with deliberate self-harm, suicidal ideation but not self-harm, or neither (a 5% random sample). Age-, sex-, and race/ethnicity-adjusted standardized mortality ratios (SMRs) for suicide and other manners or causes of death were determined for each patient group using statewide mortality data. Data were analyzed from January 10 to July 18, 2019. Main outcomes and measures: Suicide and other manners or causes of death were ascertained using International Statistical Classification of Diseases and Related Health Problems, Tenth Revision codes. Suicide rate and all mortality rates were measured per 100 000 person-years. Results: Among 648 646 individuals (mean [SD] age, 43.8 [20.6] years; 350 687 [54.1%] women) who visited an ED in California from 2009 to 2011, the rates of suicide deaths per 100 000 person-years in the year after index ED presentation were 693.4 deaths among 83 507 individuals presenting with deliberate self-harm (SMR, 56.8; 95% CI, 52.1-61.4), 384.5 deaths among 67 379 individuals presenting with suicidal ideation but not self-harm (SMR, 31.4; 95% CI, 27.5-35.2), and 23.4 deaths among 497 760 reference patients (SMR, 1.9; 95% CI, 1.6-2.3). Compared with the demographically matched general population, the rates of nonsuicide external-cause mortality were also increased among patients with self-harm (SMR, 14.2; 95% CI, 12.9-15.5), patients with suicidal ideation (SMR, 11.8; 95% CI, 10.6-13.0), and reference patients (SMR, 2.2; 95% CI, 2.0-2.3). In all 3 groups, the rates of suicide mortality per 100 000 person-years were higher among men (deliberate self-harm: 1011.1 deaths; suicidal ideation: 539.8 deaths; reference: 36.6 deaths), people 65 years or older (deliberate self-harm: 1919.5 deaths; suicidal ideation: 691.2 deaths; reference: 28.6 deaths), and non-Hispanic white patients (deliberate self-harm: 914.1 deaths; suicidal ideation: 511.6 deaths; reference: 33.8 deaths) than among their respective referent groups. Other sociodemographic factors and clinical diagnoses were associated with striking differences in suicide rates, but these patterns were heterogeneous across patient groups. Conclusions and relevance: These findings suggest that ED patients with deliberate self-harm or suicidal ideation are associated with substantially increased risk of suicide and other mortality during the year after ED presentation. The process of planning for ED discharge may present opportunities to help ensure safe transitions to continuing outpatient mental health care and to consider broader risk for unintentional injury and other causes of premature mortality.",94.52
"Suicide mortality among Pacific peoples in New Zealand, 1996-2013. AIM: The aim of this study was to describe trends in suicide mortality for Pacific peoples in New Zealand by reviewing official data over the period 1996-2013. METHOD: Death registrations where the underlying causes of death were intentional self-harm was examined and area of interest was identified and presented. RESULTS: Over a 17-year period (1996-2013), there were 380 total Pacific suicides (4.1%) out of 9,307 suicides nationally for New Zealand's total population. CONCLUSION: Priority areas for effective suicide prevention include: Pacific young males, Pacific ethnic foci, clear ethnic disparities and inequalities for Pacific suicide mortality when compared to New Zealand's total population; safe, ethical and culturally appropriate messaging around suicide methods; the importance of the role of mental health and addictions in suicide prevention. On average, there are at least 22 Pacific suicides annually in New Zealand. Irrespective of small numbers, further Pacific ethnic breakdown is needed other than Samoan, Cook Islands and Tongan, as this is problematic for suicide prevention efforts for the exclusion of other Pacific groups.",70.41
"Pregnancy-related mortality in the United States, 2006-2010 Objective:                    To update national population-level pregnancy-related mortality estimates and examine characteristics and causes of pregnancy-related deaths in the United States during 2006-2010. Methods:                    We used data from the Pregnancy Mortality Surveillance System and calculated pregnancy-related mortality ratios by year and age group for four race-ethnicity groups: non-Hispanic white, non-Hispanic black, Hispanic, and other. We examined causes of pregnancy-related deaths by pregnancy outcome during 2006-2010 and compared causes of pregnancy-related deaths since 1987. Results:                    The 2006-2010 pregnancy-related mortality ratio was 16.0 deaths per 100,000 live births (20,959,533 total live births). Specific race-ethnicity pregnancy-related mortality ratios were 12.0, 38.9, 11.7, and 14.2 deaths per 100,000 live births for non-Hispanic white, non-Hispanic black, Hispanic, and other race women, respectively. Pregnancy-related mortality ratios increased with maternal age for all women and within all age groups, non-Hispanic black women had the highest risk of dying from pregnancy complications. Over time, the contribution to pregnancy-related deaths of hemorrhage, hypertensive disorders of pregnancy, embolism, and anesthesia complications continued to decline, whereas the contribution of cardiovascular conditions and infection increased. Seven of 10 categories of causes of death each contributed from 9.4% to 14.6% of all 2006-2010 pregnancy-related deaths; cardiovascular conditions ranked first. Conclusion:                    Relative to previous years, during 2006-2010, the U.S. pregnancy-related mortality ratio increased as did the contribution of cardiovascular conditions and infection to pregnancy-related mortality. Although the identification of pregnancy-related deaths may be improving in the United States, the increasing contribution of chronic diseases to pregnancy-related mortality suggests a change in risk profile of the birthing population. Level of evidence:                    II.",80.83
"Characteristics of deaths by suicide in Northern Ireland from 2005 to 2011 and use of health services prior to death Background:                    Service presentation may offer an opportunity for intervention prior to suicide. The study aimed to examine the characteristics, disorders and service use profiles of those who had died by suicide in Northern Ireland (NI) from 2005 to 2011. Methods:                    An analysis of a database of deaths by suicide and undetermined intent based on data in the NI Coronial files from 2005 to 2011 (N=1667). Results:                    Males are three times as likely to die by suicide as females and suicide rates similar among those aged 20-60 years. Females have increased service use prior to suicide; males tend to disengage with services prior to death. Females are more likely to have recorded prior attempts, service use, diagnosis and referral. The most common health service used was primary care. Limitations:                    Despite the inclusion of undetermined deaths (probable suicides) a proportion of deaths by suicide remain unrecorded as such. Data on marital status and mental and physical disorders were based on information recorded by police officers from relatives, other informants and medical records. The reliability of this data may therefore be questioned. Conclusions:                    Primary care has an important role in suicide prevention. Gendered patterns in service use prior to death should be considered in suicide prevention programmes. It is important to strengthen clinicians׳ knowledge of the manifestations of suicidal ideation in males and ways of encouraging service use in males. The NI population who were exposed to the height of the violence of the conflict appear to be at increased risk of suicide as they age.",80.78
"Traumatic brain injury in the Netherlands, trends in emergency department visits, hospitalization and mortality between 1998 and 2012 Background:                    Traumatic brain injury (TBI) is a major cause of morbidity and mortality worldwide. The effects of epidemiological changes such as ageing of the population and increased traffic safety on the incidence of TBI are unknown. Objective:                    The objective of this study was to evaluate trends in TBI-related emergency department (ED) visits, hospitalization and mortality in the Netherlands between 1998 and 2012. Design:                    This was a retrospective observational, longitudinal study. Main outcome measures:                    The main outcome measures were TBI-related ED visits, hospitalization and mortality. Results:                    Between 1998 and 2012, there were 500 000 TBI-related ED visits in the Netherlands. In the same period, there were 222 000 TBI-related admissions and 17 000 TBI-related deaths. During this period, there was a 75% increase in ED visits for TBI and a 95% increase for TBI-related hospitalization; overall mortality because of TBI did not change significantly. Despite the overall increase in TBI-related ED visits, this increase was not evenly distributed among age groups or trauma mechanisms. In patients younger than 65 years, a declining trend in ED visits for TBI caused by road traffic accidents was observed. Among patients 65 years or older, ED visits for TBI caused by a fall increased markedly. TBI-related mortality shifted from mainly young (67%) and middle-aged individuals (<65 years) to mainly elderly (63%) individuals (≥65 years) between 1998 and 2012. The conclusions of this study did not change when adjusting for changes in age, sex and overall population growth. Conclusion:                    The incidence of TBI-related ED visits and hospitalization increased markedly between 1998 and 2012 in the Netherlands. TBI-related mortality occurred at an older age. These observations are probably the result of a change in aetiology of TBI, specifically a decrease in traffic accidents and an increase in falls in the ageing population. This hypothesis is supported by our data. However, ageing of the population is not the only cause of the changes observed; the observed changes remained significant when correcting for age and sex. The higher incidence of TBI with a relatively stable mortality rate highlights the importance of clinical decision rules to identify patients with a high risk of poor outcome after TBI.",80.36
"Neonatal and under-five mortality rate in Indian districts with reference to Sustainable Development Goal 3: An analysis of the National Family Health Survey of India (NFHS), 2015-2016 Background and objective: India contributes the highest global share of deaths among the under-fives. Continuous monitoring of the reduction in the under-five mortality rate (U5MR) at local level is thus essential to set priorities for policy-makers and health professionals. In this study, we aimed to provide an update on district-level disparities in the neonatal mortality rate (NMR) and the U5MR with special reference to Sustainable Development Goal 3 (SDG3) on preventable deaths among new-borns and children under five. Data and methods: We used recently released population-based cross-sectional data from the National Family Health Survey (NFHS) conducted in 2015-2016. We used the synthetic cohort probability approach to analyze the full birth history information of women aged 15-49 to estimate the NMR and U5MR for the ten years preceding the survey. Results: Both the NMR and U5MR vary enormously across Indian districts. With respect to the SDG3 target for 2030 for the NMR and the U5MR, the estimated NMR for India for the period studied is about 2.4 times higher, while the estimated U5MR is about double. At district level, while 9% of the districts have already reached the NMR targeted in SDG3, nearly half (315 districts) are not likely to achieve the 2030 target even if they realize the NMR reductions achieved by their own states between the last two rounds of National Family Health Survey of India. Similarly, less than one-third of the districts (177) of India are unlikely to achieve the SDG3 target on the U5MR by 2030. While the majority of high-risk districts for the NMR and U5MR are located in the poorer states of north-central and eastern India, a few high-risk districts for NMR also fall in the rich and advanced states. About 97% of districts from Chhattisgarh and Uttar Pradesh, for example, are unlikely to meet the SDG3 target for preventable deaths among new-borns and children under age five, irrespective of gender. Conclusions: To achieve the SDG3 target on preventable deaths by 2030, the majority of Indian districts clearly need to make a giant leap to reduce their NMR and U5MR.",52.06
"Suicide in Serbia. BACKGROUND: Suicide remains a significant public health problem worldwide. The aim of this study was to assess the mortality trend of suicide in Serbia for the years 1991-2014. METHODS: Data on persons who died of suicide and self-inflicted injury  (site codes E950-E959 revision 9 and X60-X84 revision 10 of the International Classification of Diseases to classify death, injury and cause of death) were obtained from the Statistical Office of the Republic of Serbia. The age standardized rate was calculated by direct method (per 100,000 persons, using Segi's World population as standard population). Average annual percentage change (AAPC) with the corresponding 95% confidence interval (CI) was computed for trend using the joinpoint regression analysis. RESULTS: Total 33,930 (24,016 men and 9914 women) suicide deaths occurred in Serbia during the observed period, with the average annual age-standardized mortality rate being 12.7 per 100,000 inhabitants (19.5 per 100,000 in men and 6.7 per 100,000 in women). Suicide mortality in all age groups was higher among men than women. In both genders, suicide rates were highest in the oldest age group. Significantly decreased trend in suicide mortality was recorded continuously from 1991 to 2014 (AAPC=-1.9%, 95%CI -2.2 to -1.6). The most frequently used suicide method in both genders was hanging, strangulation or suffocation with 61.2% off all suicides. Changes in mortality rates were significant both for suicide by firearms, air guns and explosives (AAPC=-1.5% (AAPC=-1.5% in men and -3.1%-3.1% in women) and for suicide by hanging, strangulation, and suffocation (AAPC=-1.2%  (AAPC=-1.2% in men and -3.0%-3.0% in women). In men, nonsignificant increase in suicide by firearms, air guns and explosives observed during the period 1991-1997  (by +6.1% per year) was followed by a significant decrease until 2014 (by -3.1% per year). The significantly increased mortality in suicide by firearms, air guns, and explosives was observed in older men (aged 40-69 years and 80 years and over). LIMITATIONS: The low rate of autopsies in Serbia, as well as the accuracy, reliability and comparability of the suicide mortality data is always a question. CONCLUSIONS: Downward trend in suicide mortality occurred in Serbia in last two decades. However, suicide rates are still very high in Serbia compared with the rates of suicides in developed countries. Particularly worrisome is the increase in mortality in older men, especially due to firearm suicides, air rifles, and explosives. Thus, additional efforts in the prevention of suicide are very important.",83.52
"Estimation of changes in maternal mortality in a rural district of northern Tanzania during the last 50 years Objective:                    Maternal mortality remains a major challenge worldwide. Reliable information concerning ratios and trends is essential for resource mobilization and assessment of progress towards the Millennium Development Goals. Design:                    Assessment of levels and trends in maternal mortality during the last 50 years. Setting:                    Sengerema district, rural North Tanzania. Population:                    Number of deliveries, births, admissions, maternal deaths and causes of maternal mortality in the only hospital in the area. Methods:                    We compiled a database from the annual hospital reports for the period of 1962-2011 to obtain estimated maternal mortality ratio for each decade. Main outcome measures:                    Maternal mortality ratio for each decade and classification of maternal deaths. Results:                    Of 629 maternal deaths, 490 (77.9%) could be classified as either direct or indirect and causes of mortality ascertained. Of the 361 direct causes (73.7%), hemorrhage (29.8%) and sepsis (20.4%) were the leading causes. Of the 129 indirect causes (26.3%), anemia during pregnancy (6.5%), meningitis (4.1%), HIV-AIDS (3.5%), malaria (2.9%), heart diseases (2.4%) and relapsing fever (2.0%) were most often diagnosed. Since 1962, a 63% decrease in maternal mortality ratio has been achieved. The hospital-based maternal mortality ratio decreased from 770/100,000 to 282/100,000 in the last decade (95% confidence interval 244/100,000, 320/100,000). The yearly decline since 1962 was 1.3%. Conclusions:                    During the last 50 years we have witnessed a reduction of maternal mortality and improvements in maternal health. Progress has been made towards improving Millennium Development Goal 5, although only a prospective population-based survey will provide the ultimate answer.",88.57
"﻿Female genital mutilation--experience of The Royal Women's Hospital, Melbourne. This study was performed to improve our knowledge and understanding of the needs of women affected by female genital mutilation. We looked at the types of complications of these practices which present to a large metropolitan women's hospital in order to determine how we can appropriately treat and support affected women. This was an observational study of women from countries with a high prevalence of female genital mutilation who presented to the Royal Women's Hospital between October, 1995 and January, 1997. Fifty-one patients with a past history of female genital mutilation who were attending the hospital for antenatal or gynaecological care consented to participate in the study. We found that 77.6% of women identified as having had female genital mutilation had undergone infibulation. More than 85% of the women in our study reported a complication of the procedure. The major complications were dyspareunia, apareunia and urinary tract infections; 29.4% of these women required surgery to facilitate intercourse. In our study group there was no difference in Caesarean section rates between the women who had previously delivered in Australia compared with those who had delivered in Africa. Women who have had a female genital mutilation procedure have specific needs for their care which present challenges to both their general practitioners and obstetrician/gynaecologists. These women have significant complications related to their procedure including social and psychosexual problems which require sympathetic management. LESS",64.73
"Title: Evolution of phenotypic plasticity in extreme environments Abstratc:Phenotypic plasticity, if adaptive, may allow species to counter the detrimental effects of extreme conditions, but the infrequent occurrence of extreme environments and/or their restriction to low-quality habitats within a species range means that they exert little direct selection on reaction norms. Plasticity could, therefore, be maladaptive under extreme environments, unless genetic correlations are strong between extreme and non-extreme environmental states, and the optimum phenotype changes smoothly with the environment. Empirical evidence suggests that populations and species from more variable environments show higher levels of plasticity that might preadapt them to extremes, but genetic variance for plastic responses can also be low, and genetic variation may not be expressed for some classes of traits under extreme conditions. Much of the empirical literature on plastic responses to extremes has not yet been linked to ecologically relevant conditions, such as asymmetrical fluctuations in the case of temperature extremes. Nevertheless, evolved plastic responses are likely to be important for natural and agricultural species increasingly exposed to climate extremes, and there is an urgent need to collect empirical information and link this to model predictions. This article is part of the themed issue ‘Behavioural, ecological and evolutionary responses to extreme climatic events'.",68.82
"Title: Climate change impacts and adaptation in cities: a review of the literature Abstract: Many of the decisions relating to future urban development require information on climate change risks to cities This review of the academic and “grey” literature provides an overview assessment of the state of the art in the quantification and valuation of climate risks at the city-scale. We find that whilst a small number of cities, mostly in OECD countries, have derived quantitative estimates of the costs of climate change risks under alternative scenarios, this form of analysis is in its infancy. The climate risks most frequently addressed in existing studies are associated with sea-level rise, health and water resources. Other sectors such as energy, transport, and built infrastructure remain less studied. The review has also undertaken a case study to examine the progress in two cities—London and New York—which are relatively advanced in the assessment of climate risks and adaptation. The case studies show that these cities have benefited from stakeholder engagement at an early stage in their risk assessments. They have also benefited from the development of specific institutional responsibilities for co-ordinating such research from the outset. This involvement has been critical in creating momentum and obtaining resources for subsequent in-depth analysis of sectoral impacts and adaptation needs. While low cost climate down-scaling applications would be useful in future research, the greatest priority is to develop responses that can work within the high future uncertainty of future climate change, to build resilience and maintain flexibility. This can best be used within the context of established risk management practices.",69.94
"Title: Perspectives on the causes of exceptionally low 2015 snowpack in the western United States Abstract: Augmenting previous papers about the exceptional 2011–2015 California drought, we offer new perspectives on the “snow drought” that extended into Oregon in 2014 and Washington in 2015. Over 80% of measurement sites west of 115°W experienced record low snowpack in 2015, and we estimate a return period of 400–1000 years for California's snowpack under the questionable assumption of stationarity. Hydrologic modeling supports the conclusion that 2015 was the most severe on record by a wide margin. Using a crowd-sourced superensemble of regional climate model simulations, we show that both human influence and sea surface temperature (SST) anomalies contributed strongly to the risk of snow drought in Oregon and Washington: the contribution of SST anomalies was about twice that of human influence. By contrast, SSTs and humans appear to have played a smaller role in creating California's snow drought. In all three states, the anthropogenic effect on temperature exacerbated the snow drought",92.47
"Title: Is robustness really robust? How different definitions of robustness impact decision-making under climate change Abstract: Robust decision-making is being increasingly used to support environmental resources decisions and policy analysis under changing climate and society. In this context, a robust decision is a decision that is as much as possible insensitive to a large degree of uncertainty and ensures certain performance across multiple plausible futures. Yet, the concept of robustness is neither unique nor static. Multiple robustness metrics, such as maximin, optimism-pessimism, max regret, have been proposed in the literature, reflecting diverse optimistic/pessimistic attitudes by the decision maker. Further, these attitudes can evolve in time as a response to sequences of favorable (or adverse) events, inducing possible dynamic changes in the robustness metrics. In this paper, we explore the impact of alternative definitions of robustness and their evolution in time for a case of water resources system management under changing climate. We study the decisions of the Lake Como operator, who is called to regulate the lake by balancing irrigation supply and flood control, under an ensemble of climate change scenarios. Results show a considerable variability in the system performance across multiple robustness metrics. In fact, the mis-definition of the actual decision maker’s attitude biases the simulation of its future decisions and produces a general underestimation of the system performance. The analysis of the dynamic evolution of the decision maker’s preferences further confirms the potentially strong impact of changing robustness definition on the decision-making outcomes. Climate change impact assessment studies should therefore include the definition of robustness among the uncertain parameters of the problem in order to analyze future human decisions under uncertainty.",86.92
"Title: Solvent extraction, separation and recovery of dysprosium (Dy) and neodymium (Nd) from aqueous solutions: Waste recycling strategies for permanent magnet processing Abstract: Nowadays, permanent magnets (PMs) play a key role in electrical and electronic goods, and thus, their demand is incessantly increasing in countries such as Korea. These PMs significantly utilize dysprosium (Dy) and neodymium (Nd) during their manufacturing. But it is observed that when these magnets reach their end of life, they are treated as scrap containing a lot of valuable metals. Moreover, at the time of their production in industries, certain scraps are generated from which metals could be recovered. The availability of an appreciable amount of rare earth in such scraps caught the attention of the researchers and recycling is found to be the best method to recuperate metals from these scrap PMs. This will reduce the practice of land filling as well as environmental impact. The present paper highlights the resource recycling strategies for PMs for recovering Dy and Nd using a solvent extraction method. The role of organophosphorus extractants during extraction, separation and recovery of Dy and Nd is discussed briefly and reviewed. Flow-sheets discussing the use of organophosphorus extractants to recover Dy and Nd products by commercial operation are highlighted in the present review. Moreover, a case study is presented comparing two extractants based on phosphorus (P) i.e. di(2-ethyl-hexyl) phosphoric acid (D2EHPA) and 2-ethyl-hexyl phosphonic acid mono-2-ethyl-hexyl ester (PC 88A), implemented for the recovery of Dy and Nd using hydrometallurgical techniques. Various experimental conditions such as the maximum loading rates, theoretical extraction stages, scrubbing processes, and stripping processes are addressed for both extractants. This piece of comparative and summarized review will be useful for the researchers/industrialists working in the area of rare earth extraction.",76.85
